
Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046158,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046159,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046161,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046166,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046168,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046166,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046166,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046167,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.046168,0.000000

Complete execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time, Average time
Preforked,40,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:48 2019,html,1601,0.047160,0.045761

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.483305,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.544922,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.544920,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.544912,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.544910,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.584817,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.584826,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.697596,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.697595,0.000000

Thread execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.697595,0.000000

Complete execution
Web Server Type,Request number,Initial request time,Final request time, File type, File size (bytes), Response time, Average time
Prethreaded,20,Fri Apr 19 23:23:48 2019,Fri Apr 19 23:23:49 2019,jpg,118202,0.698080,0.592540
